name,categories,lat,lng,neighborhood,nbhd_lat,nbhd_lng
Walgreens,Pharmacy,41.9685113,-87.7288592,Albany Park,41.9683269,-87.7280279
Dollar Tree,Discount Store,41.97053046042121,-87.72819486704259,Albany Park,41.9683269,-87.7280279
Lawrence Fish Market,Seafood Restaurant,41.968279822453226,-87.7262500589637,Albany Park,41.9683269,-87.7280279
McDonald's,Fast Food Restaurant,41.968032332835215,-87.72485442459583,Albany Park,41.9683269,-87.7280279
Petco,Pet Store,41.96929702727842,-87.72858386963954,Albany Park,41.9683269,-87.7280279
Starbucks,Coffee Shop,41.96891084604478,-87.72881662266137,Albany Park,41.9683269,-87.7280279
Dunkin',Donut Shop,41.967933154627225,-87.72969890980437,Albany Park,41.9683269,-87.7280279
Ssyal Korean Restaurant and Ginseng House,Korean Restaurant,41.968172423082585,-87.73320681696389,Albany Park,41.9683269,-87.7280279
Domino's Pizza,Pizza Place,41.972413,-87.72849699999999,Albany Park,41.9683269,-87.7280279
Pollo Campero,Fried Chicken Joint,41.968968147627166,-87.72886572976876,Albany Park,41.9683269,-87.7280279
Marie's Pizza & Liquors,Pizza Place,41.968131872106134,-87.73153256320425,Albany Park,41.9683269,-87.7280279
Los Flacos,Mexican Restaurant,41.968267,-87.724171,Albany Park,41.9683269,-87.7280279
Chase Bank,Bank,41.9689753,-87.7282662,Albany Park,41.9683269,-87.7280279
Fifth Third Bank & ATM,Bank,41.9680512,-87.7289398,Albany Park,41.9683269,-87.7280279
Ali Baba Hookah,Hookah Bar,41.968256972628026,-87.72983841301796,Albany Park,41.9683269,-87.7280279
Sally Beauty,Cosmetics Shop,41.966884674850625,-87.72772606846738,Albany Park,41.9683269,-87.7280279
Rojo Gusano,Taco Place,41.9684246,-87.7245494,Albany Park,41.9683269,-87.7280279
Chicago Kalbi Korean BBQ,Korean Restaurant,41.96831405309238,-87.72277090471877,Albany Park,41.9683269,-87.7280279
Subway,Sandwich Place,41.968013473714855,-87.73061534077021,Albany Park,41.9683269,-87.7280279
Rotana Cafe,Hookah Bar,41.96880588183372,-87.72800411542741,Albany Park,41.9683269,-87.7280279
Gamblers,Dive Bar,41.97039755571879,-87.72828883864773,Albany Park,41.9683269,-87.7280279
Sarpino's Pizzeria,Pizza Place,41.96908729072735,-87.72881984145712,Albany Park,41.9683269,-87.7280279
T-Mobile,Mobile Phone Shop,41.96919145897981,-87.72902436559889,Albany Park,41.9683269,-87.7280279
Los 2 Michoacanos,Mexican Restaurant,41.968509000000005,-87.723601,Albany Park,41.9683269,-87.7280279
Noodles Party,Thai Restaurant,41.96824579095909,-87.73320604875776,Albany Park,41.9683269,-87.7280279
Indo-Pak Grill,Indian Restaurant,41.968407,-87.7264,Albany Park,41.9683269,-87.7280279
Vini's Pizza,Pizza Place,41.96826696395874,-87.728477,Albany Park,41.9683269,-87.7280279
Baskin-Robbins,Ice Cream Shop,41.967933124193394,-87.72972057131307,Albany Park,41.9683269,-87.7280279
San chae,Korean Restaurant,41.96800231933594,-87.7220687866211,Albany Park,41.9683269,-87.7280279
Carver Park,Park,41.65377170512857,-87.59899377822876,Altgeld Gardens,41.6541653,-87.5996863
Carver (George Washington) Park,Park,41.655311,-87.599211,Altgeld Gardens,41.6541653,-87.5996863
Walgreens,Pharmacy,41.9813346,-87.6686101,Andersonville,41.9816581,-87.6684762
Edgewater Produce,Grocery Store,41.982124461193386,-87.66865561950004,Andersonville,41.9816581,-87.6684762
Cheetah Gym,Gym,41.97755049720173,-87.66857003908392,Andersonville,41.9816581,-87.6684762
Starbucks,Coffee Shop,41.97816334,-87.66850477,Andersonville,41.9816581,-87.6684762
The Coffee Studio,Coffee Shop,41.98437370266036,-87.66910484278698,Andersonville,41.9816581,-87.6684762
Lost Larson Bakery,Bakery,41.97861720321764,-87.66841107899356,Andersonville,41.9816581,-87.6684762
Colectivo Coffee Roasters,Coffee Shop,41.98061895946028,-87.66824715482603,Andersonville,41.9816581,-87.6684762
Little Bad Wolf,Restaurant,41.98350095066181,-87.66893847298064,Andersonville,41.9816581,-87.6684762
Lady Gregory's,Irish Pub,41.97789844594018,-87.66851126378452,Andersonville,41.9816581,-87.6684762
Replay Beer & Bourbon,Whisky Bar,41.97976136083573,-87.66843427763447,Andersonville,41.9816581,-87.6684762
Calo Ristorante,Italian Restaurant,41.979356,-87.667952,Andersonville,41.9816581,-87.6684762
M. Henry,Breakfast Spot,41.98563183518749,-87.66922717623864,Andersonville,41.9816581,-87.6684762
Big Jones,Southern / Soul Food Restaurant,41.979508949334814,-87.66825108120017,Andersonville,41.9816581,-87.6684762
Kopi Café,Café,41.97861200149812,-87.66829842785883,Andersonville,41.9816581,-87.6684762
Women & Children First,Bookstore,41.97720984404553,-87.66830720519572,Andersonville,41.9816581,-87.6684762
TrueNorth,Café,41.981994284770174,-87.66845200807133,Andersonville,41.9816581,-87.6684762
First Slice Pie Café,Pie Shop,41.979818979478985,-87.66949996784444,Andersonville,41.9816581,-87.6684762
The Brown Elephant,Thrift / Vintage Store,41.980193411746036,-87.668672175873,Andersonville,41.9816581,-87.6684762
A Taste of Heaven,Breakfast Spot,41.97987340728728,-87.66830529858304,Andersonville,41.9816581,-87.6684762
Vincent,New American Restaurant,41.979803650281795,-87.66781846657808,Andersonville,41.9816581,-87.6684762
Andersonville Galleria,Miscellaneous Shop,41.97763190776675,-87.66825649814282,Andersonville,41.9816581,-87.6684762
Ranalli's,Pizza Place,41.97805413579996,-87.66885487859406,Andersonville,41.9816581,-87.6684762
George's Ice Cream & Sweets,Ice Cream Shop,41.97829866621754,-87.66846753865828,Andersonville,41.9816581,-87.6684762
La Baguette Panaderia,Bakery,41.985888533050094,-87.66947313454703,Andersonville,41.9816581,-87.6684762
Tanoshii Mike's Sushi,Sushi Restaurant,41.98313928697926,-87.66860236003271,Andersonville,41.9816581,-87.6684762
Andies Restaurant,Mediterranean Restaurant,41.97771968277816,-87.66836408092811,Andersonville,41.9816581,-87.6684762
AthletiCo,Gym / Fitness Center,41.982886382147974,-87.66859093809276,Andersonville,41.9816581,-87.6684762
Diamante Azul,Mexican Restaurant,41.98511008500237,-87.66911898503899,Andersonville,41.9816581,-87.6684762
In Fine Spirits,Miscellaneous Shop,41.980352367081885,-87.66833958651434,Andersonville,41.9816581,-87.6684762
Potbelly Sandwich Shop,Sandwich Place,41.97822163211074,-87.66857072281431,Andersonville,41.9816581,-87.6684762
Defloured Bakery,Bakery,41.97980142349628,-87.6680150206505,Andersonville,41.9816581,-87.6684762
Forever Yogurt,Frozen Yogurt Shop,41.97839417635452,-87.66831434530488,Andersonville,41.9816581,-87.6684762
Reza's,Middle Eastern Restaurant,41.977925218559236,-87.66835595866463,Andersonville,41.9816581,-87.6684762
It’s Greek To U,Greek Restaurant,41.981288,-87.66810600000001,Andersonville,41.9816581,-87.6684762
Farraguts on Clark,Bar,41.9774010682108,-87.66840001606049,Andersonville,41.9816581,-87.6684762
Hamburger Mary's / Andersonville Brewing,Burger Joint,41.980022918251535,-87.66839547558506,Andersonville,41.9816581,-87.6684762
Alleycat Comics,Comic Shop,41.97822,-87.66875,Andersonville,41.9816581,-87.6684762
Piatto Pronto,Deli / Bodega,41.98422386195043,-87.66893246706415,Andersonville,41.9816581,-87.6684762
On the Rocks Gems Jewelry & More,Jewelry Store,41.985834999999994,-87.66905600000001,Andersonville,41.9816581,-87.6684762
CTA Bus Stop 17216,Bus Station,41.98535002080818,-87.66929984092712,Andersonville,41.9816581,-87.6684762
Restoration Salon,Salon / Barbershop,41.9795499206873,-87.66819407188889,Andersonville,41.9816581,-87.6684762
Anteprima,Italian Restaurant,41.97856612531973,-87.66836395277554,Andersonville,41.9816581,-87.6684762
Elixir Lounge,Lounge,41.979703531088695,-87.66856223344803,Andersonville,41.9816581,-87.6684762
Bikram Yoga Andersonville,Yoga Studio,41.9858577597731,-87.66920201408291,Andersonville,41.9816581,-87.6684762
Se'nse Asian Cuisine,Thai Restaurant,41.985505,-87.669034,Andersonville,41.9816581,-87.6684762
Aldi,Grocery Store,41.810027589443806,-87.7232608829135,Archer Heights,41.8079,-87.72358510000001
Walgreens,Pharmacy,41.80762497316876,-87.72268921136856,Archer Heights,41.8079,-87.72358510000001
Chase Bank,Bank,41.811921,-87.72307,Archer Heights,41.8079,-87.72358510000001
Mariscos Luis,Seafood Restaurant,41.807632,-87.72952,Archer Heights,41.8079,-87.72358510000001
Illinois Bar & Grill,Bar,41.80758191232419,-87.72729443699718,Archer Heights,41.8079,-87.72358510000001
Carlton Inn Midway,Hotel,41.80369194991044,-87.72196402989601,Archer Heights,41.8079,-87.72358510000001
El Asador,Mexican Restaurant,41.807534999999994,-87.72691999999999,Archer Heights,41.8079,-87.72358510000001
